,amount,amount,amount
CUST08572,321041.15,1528.767380952381,210
CUST05113,272194.16,1314.9476328502415,207
CUST07629,289523.86,1391.9416346153846,208
CUST01844,296728.89,1380.1343720930233,215
CUST07854,282236.76,1356.9075,208
CUST00713,240844.21,1301.8605945945947,185
CUST02840,329270.21,1510.4138073394497,218
CUST03546,276187.69,1360.5304926108374,203
CUST04765,248809.29,1507.935090909091,165
CUST00872,243713.32,1317.3692972972974,185
CUST06431,264547.13,1265.7757416267943,209
CUST00677,243722.43,1224.7358291457285,199
CUST01064,292980.68,1487.211573604061,197
CUST01662,284858.73,1356.4701428571427,210
CUST05826,278672.98,1379.569207920792,202
CUST02240,251611.76,1258.0588,200
CUST02193,241682.06,1491.8645679012345,162
CUST08698,264960.1,1455.824725274725,182
CUST06198,332384.87,1590.3582296650718,209
CUST06067,279159.98,1446.4247668393782,193
CUST07701,269802.87,1369.5577157360406,197
CUST09513,289020.69,1459.7004545454545,198
CUST03453,246740.62,1394.014802259887,177
CUST01968,267660.71,1394.0661979166669,192
CUST08143,264661.33,1343.4585279187818,197
CUST09742,278125.82,1324.4086666666667,210
CUST09331,297420.01,1416.285761904762,210
CUST00685,265693.88,1341.8882828282829,198
CUST00259,284273.23,1400.360738916256,203
CUST04155,295787.02,1435.8593203883497,206
CUST05451,280941.25,1440.724358974359,195
CUST00202,332360.95,1524.591513761468,218
CUST01373,290431.02,1444.930447761194,201
CUST02279,213246.86,1254.393294117647,170
CUST04363,241676.38999999998,1313.4586413043478,184
CUST05598,279473.19,1383.5306435643565,202
CUST08149,266159.76,1438.7014054054055,185
CUST08672,272464.62,1362.3231,200
CUST05857,297719.72,1473.86,202
CUST09512,290611.12,1513.5995833333334,192
CUST07296,250429.91999999998,1215.6792233009708,206
CUST02854,267321.99,1291.410579710145,207
CUST05240,269258.95,1332.965099009901,202
CUST03558,242413.21,1256.0269948186528,193
CUST01217,240407.16999999998,1271.9956084656085,189
CUST01815,282431.03,1384.4658333333334,204
CUST02543,262340.52,1237.455283018868,212
CUST03322,264825.07,1344.2896954314722,197
CUST03511,312613.35,1460.8100467289719,214
CUST03663,265191.1,1457.0939560439558,182
CUST05295,247484.52000000002,1345.0245652173915,184
CUST05906,249864.88,1365.3818579234974,183
CUST09070,247834.09,1325.3159893048128,187
CUST01690,347353.96,1459.4704201680672,238
CUST04410,283107.52,1459.317113402062,194
CUST03135,275080.08,1355.074285714286,203
CUST07137,269515.24,1456.8391351351352,185
CUST04494,292935.08,1381.769245283019,212
CUST09291,271686.51,1393.264153846154,195
CUST08784,262036.22,1323.4152525252525,198
CUST05462,239273.05,1375.1324712643677,174
CUST03398,232620.89,1329.2622285714288,175
CUST07903,283069.95,1401.336386138614,202
CUST05619,315476.69,1365.6999567099567,231
CUST01050,248427.37,1267.486581632653,196
CUST04499,268025.2,1388.7316062176167,193
CUST05800,319185.08,1424.933392857143,224
CUST09804,253304.9,1333.1836842105263,190
CUST06329,273842.74,1404.3217435897436,195
CUST09785,281606.66,1328.3333018867922,212
CUST00889,268655.91000000003,1421.4598412698415,189
CUST04275,255075.91,1409.2591712707183,181
CUST05149,273156.62,1415.319274611399,193
CUST03212,276369.63,1417.2801538461538,195
CUST07978,236599.49,1314.4416111111111,180
CUST07859,254341.33,1317.830725388601,193
CUST04293,297508.32,1495.0166834170855,199
CUST04719,283166.33,1437.3925380710662,197
CUST06154,309354.4,1445.581308411215,214
CUST06776,295204.27,1335.76592760181,221
CUST01829,232836.38,1308.0695505617978,178
CUST03094,332996.68,1593.2855502392345,209
CUST02300,269372.35000000003,1301.3157004830919,207
CUST09644,278654.18,1400.2722613065325,199
CUST03110,319925.32,1516.2337440758295,211
CUST07972,285175.68,1397.92,204
CUST00839,267046.19,1348.7181313131314,198
CUST06920,243436.82,1352.4267777777777,180
CUST08928,275415.4,1398.0477157360408,197
CUST01898,241827.33000000002,1307.1747567567568,185
CUST08268,281416.06,1372.7612682926829,205
CUST00477,286070.61,1452.135076142132,197
CUST02937,261163.01,1381.8148677248678,189
CUST09292,251601.48,1264.3290452261308,199
CUST02233,237074.21,1402.8059763313609,169
CUST09154,263710.43,1373.4918229166667,192
CUST05536,274751.7,1408.983076923077,195
CUST08667,252349.31,1409.7726815642459,179
CUST07021,266647.76,1307.0968627450982,204
CUST06867,312991.9,1449.0365740740742,216
CUST01570,272523.28,1473.098810810811,185
CUST03988,273017.5,1429.4109947643979,191
CUST05856,310540.82,1338.5380172413793,232
CUST07002,296022.03,1472.746417910448,201
CUST07716,223092.38,1289.5513294797688,173
CUST05340,279064.77,1395.32385,200
CUST03624,238668.38,1311.3647252747253,182
CUST07204,274972.92,1361.2520792079208,202
CUST04731,259937.43,1405.067189189189,185
CUST02224,308258.69,1533.6253233830846,201
CUST09841,256333.76,1197.8213084112149,214
CUST04001,253374.28,1306.0529896907217,194
CUST09062,288173.37,1385.4488942307692,208
CUST01849,282406.25,1351.2260765550238,209
CUST01415,275494.53,1324.492932692308,208
CUST08503,274769.59,1416.3380927835053,194
CUST01063,223149.87,1297.3829651162791,172
CUST06331,351168.77,1507.162103004292,233
CUST04191,262040.57,1323.4372222222223,198
CUST03678,288053.8,1297.5396396396395,222
CUST01257,263113.33,1363.2815025906737,193
CUST02842,288942.82,1481.7580512820514,195
CUST04154,255681.66999999998,1324.7754922279792,193
CUST07456,273650.35,1368.25175,200
CUST02997,280489.62,1348.5077884615384,208
CUST00111,306644.81,1518.0436138613861,202
CUST06373,244146.93,1371.6119662921349,178
CUST09885,267648.58,1280.615215311005,209
CUST09866,271431.23,1304.9578365384614,208
CUST09131,273097.23,1312.9674519230769,208
CUST02441,265933.68,1377.8947150259066,193
CUST01483,279793.08,1464.8852356020943,191
CUST03874,279757.64,1351.4861835748793,207
CUST03295,278228.85,1337.6387019230767,208
CUST04839,275454.4,1497.0347826086959,184
CUST09978,237124.56,1179.7241791044776,201
CUST06430,272788.02999999997,1391.7756632653059,196
CUST08588,290296.87,1458.77824120603,199
CUST00994,278355.32,1384.8523383084578,201
CUST05848,281383.37,1473.2113612565445,191
CUST06007,245145.41,1290.239,190
CUST05805,260773.15,1344.1914948453607,194
CUST01479,297541.81,1310.756872246696,227
CUST00285,298043.66,1419.2555238095238,210
CUST06112,241227.31,1296.9210215053763,186
CUST01276,284381.19,1414.831791044776,201
CUST05341,267790.02999999997,1359.3402538071064,197
CUST02345,312306.13,1508.725265700483,207
CUST06744,326006.99,1516.3115813953489,215
CUST02818,304418.66,1492.2483333333332,204
CUST01858,249713.93,1335.3686096256683,187
CUST07529,319269.12,1549.8500970873786,206
CUST06092,246504.93,1384.8591573033707,178
CUST02077,295706.24,1501.0469035532994,197
CUST01085,237605.99,1312.7402762430938,181
CUST06354,271657.25,1386.0063775510205,196
CUST06693,290152.60000000003,1436.3990099009902,202
CUST03959,253013.3,1413.4821229050278,179
CUST07409,257548.59,1362.6909523809525,189
CUST03030,278476.78,1365.0822549019608,204
CUST09787,286473.8,1404.2833333333333,204
CUST04284,295129.34,1366.3395370370372,216
CUST08318,273841.51,1310.2464593301436,209
CUST04691,276262.25,1446.3992146596859,191
CUST02587,291524.51,1375.1156132075473,212
CUST08228,259323.55,1379.380585106383,188
CUST00152,225509.05,1156.4566666666667,195
CUST05854,207144.78,1240.3879041916168,167
CUST09561,257336.49,1312.941275510204,196
CUST05119,301453.3,1463.3655339805825,206
CUST01931,293951.55,1393.135308056872,211
CUST08670,291304.7,1420.9985365853659,205
CUST00984,283987.14,1392.0938235294118,204
CUST00898,245257.25,1377.8497191011236,178
CUST04406,277399.22000000003,1359.8000980392158,204
CUST02570,248712.75,1288.667098445596,193
CUST07734,263620.76,1440.5506010928962,183
CUST07064,289989.65,1487.1264102564103,195
CUST05772,317591.29,1411.5168444444444,225
CUST02464,262554.1,1426.924456521739,184
CUST02742,278043.12,1440.63792746114,193
CUST03634,322090.37,1437.9034374999999,224
CUST08253,271261.61,1316.8039320388348,206
CUST00577,304936.33,1571.8367525773197,194
CUST04994,232316.23,1290.6457222222223,180
CUST09899,247673.99,1257.2283756345178,197
CUST05821,285698.2,1465.1189743589744,195
CUST05275,295029.62,1282.7374782608695,230
CUST02020,306206.65,1444.3709905660378,212
CUST03047,295331.75,1469.3121890547263,201
CUST04865,299955.79,1401.6625700934578,214
CUST07614,276459.75,1322.7739234449762,209
CUST07049,262128.08000000002,1254.2013397129188,209
CUST04924,278696.27,1327.1250952380954,210
CUST02389,304462.59,1377.6587782805432,221
CUST04450,238993.46,1397.6225730994151,171
CUST08013,243684.62,1338.9264835164836,182
CUST02301,297729.96,1378.3794444444445,216
CUST02040,279962.2,1435.7035897435899,195
CUST04281,249381.02000000002,1278.8770256410257,195
CUST05383,295719.6,1394.9037735849056,212
CUST06922,251781.0,1455.3815028901734,173
CUST03132,279946.92,1538.16989010989,182
CUST05718,279768.45,1364.7241463414634,205
CUST02957,296711.85,1612.5644021739129,184
CUST02737,252731.11000000002,1381.044316939891,183
CUST09101,282208.43,1363.3257487922706,207
CUST02100,281083.21,1351.3615865384616,208
CUST08790,272355.94,1441.0367195767196,189
CUST09876,299714.08,1602.749090909091,187
CUST09942,284852.32,1515.171914893617,188
CUST09032,243096.77000000002,1299.9827272727273,187
CUST00451,303984.39,1475.6523786407768,206
CUST03888,277521.25,1559.1081460674156,178
CUST08740,252105.79,1313.0509895833334,192
CUST09712,301107.11,1413.6484037558685,213
CUST00928,297159.91000000003,1572.2746560846563,189
CUST04655,239599.33,1241.4473056994818,193
CUST07852,248955.45,1257.3507575757576,198
CUST04062,310564.82,1537.449603960396,202
CUST03042,286262.17,1445.7685353535353,198
CUST04633,283736.13,1447.6333163265306,196
CUST00146,294225.57,1449.3870443349754,203
CUST01634,271011.58,1382.712142857143,196
CUST08402,281390.72,1399.953830845771,201
CUST09792,325571.6,1397.3030042918454,233
CUST04040,249341.03,1370.0056593406593,182
CUST09463,252479.41,1314.9969270833333,192
CUST00843,321433.11,1434.9692410714285,224
CUST09543,265784.44,1391.5415706806282,191
CUST01280,295624.98,1407.7379999999998,210
CUST05057,263957.58,1404.0296808510639,188
CUST04729,266062.48,1357.461632653061,196
CUST04673,305121.51,1425.801448598131,214
CUST07237,276231.0,1296.8591549295775,213
CUST09914,243793.61,1303.7091443850268,187
CUST09665,294641.35,1473.2067499999998,200
CUST06163,276632.98,1369.470198019802,202
CUST08062,277168.02,1406.944263959391,197
CUST03399,292135.61,1397.778038277512,209
CUST05448,278064.92,1448.2547916666665,192
CUST01990,242596.52,1276.8237894736842,190
CUST02739,271358.26,1356.7913,200
CUST04954,285844.97000000003,1536.8009139784947,186
CUST09108,219919.72,1301.3001183431952,169
CUST01608,273491.59,1340.645049019608,204
CUST07056,278639.95,1379.405693069307,202
CUST03930,294235.94,1471.1797,200
CUST09403,288154.25,1433.6032338308457,201
CUST04033,260467.74,1415.585543478261,184
CUST09716,274459.7,1475.5897849462367,186
CUST08788,246718.06,1312.3301063829788,188
CUST05660,261182.66,1396.6987165775402,187
CUST03059,288392.25,1386.501201923077,208
CUST09675,268991.08,1239.5902304147467,217
CUST06217,292106.02,1482.7716751269036,197
CUST00657,252732.43,1289.4511734693876,196
CUST04194,276037.23,1445.2210994764398,191
CUST04917,256802.24,1403.2909289617485,183
CUST09774,279422.5,1363.0365853658536,205
CUST06153,269640.25,1498.0013888888889,180
CUST08621,324537.97,1639.0806565656565,198
CUST07561,279053.05,1395.26525,200
CUST07122,363562.52,1534.019071729958,237
CUST03015,296976.97,1522.9588205128205,195
CUST01953,264852.64,1393.9612631578948,190
CUST09693,293224.2,1396.3057142857144,210
CUST03184,322572.73,1344.0530416666666,240
CUST06368,272390.73,1389.7486224489794,196
CUST03216,292901.21,1408.1788942307694,208
CUST08807,304468.83,1529.994120603015,199
CUST03705,273950.69,1472.8531720430108,186
CUST04630,333405.62,1536.4314285714286,217
CUST05263,257253.42,1312.5174489795918,196
CUST04854,284331.91000000003,1421.65955,200
CUST09895,247967.41,1265.1398469387755,196
CUST06540,267413.74,1430.02,187
CUST07980,255690.87,1200.42661971831,213
CUST05545,256407.77,1440.4930898876403,178
CUST07597,269984.08999999997,1428.4872486772485,189
CUST06465,290411.08,1402.952077294686,207
CUST07475,289469.45,1385.0212918660288,209
CUST09178,245495.18,1386.978418079096,177
CUST00968,280701.88,1461.9889583333334,192
CUST06344,235507.64,1220.2468393782385,193
CUST09394,329089.15,1559.6642180094789,211
CUST02812,281980.11,1416.9854773869347,199
CUST03313,274582.69,1422.708238341969,193
CUST04095,272200.19,1354.2298009950248,201
CUST08103,292962.7,1415.2787439613528,207
CUST09983,297855.36,1445.8998058252425,206
CUST07570,285292.31,1352.0962559241707,211
CUST07709,301170.3,1476.325,204
CUST00408,295139.1,1446.760294117647,204
CUST03711,259440.44,1387.3820320855616,187
CUST04543,286111.3,1409.4152709359605,203
CUST00771,237478.48,1269.9383957219252,187
CUST02387,248287.37,1387.0802793296089,179
CUST03020,249502.56,1417.6281818181817,176
CUST03007,216602.79,1252.0392485549132,173
CUST08252,294579.13,1297.7054185022027,227
CUST04006,264318.7,1444.364480874317,183
CUST02455,265207.07,1374.1298963730571,193
CUST02894,305543.89,1483.2227669902913,206
CUST08186,271643.43,1263.4578139534883,215
CUST00182,294137.4,1427.8514563106796,206
CUST05093,273688.73,1278.9192990654205,214
CUST00288,269150.02,1287.799138755981,209
CUST04930,296199.47,1459.1106896551723,203
CUST04754,243979.51,1386.247215909091,176
CUST02704,288811.7,1368.7758293838863,211
CUST09100,288711.0,1473.015306122449,196
CUST04256,250202.13,1276.5414795918368,196
CUST03593,252956.99,1345.5159042553191,188
CUST05837,290155.5,1511.2265625,192
CUST09820,298273.78,1393.802710280374,214
CUST05061,286027.7,1276.909375,224
CUST02955,331033.01,1484.4529596412556,223
CUST05366,285734.09,1400.6573039215687,204
CUST05771,252413.51,1342.6250531914893,188
CUST03302,317388.26,1449.2614611872148,219
CUST06702,316165.26,1512.7524401913877,209
CUST09760,283969.69,1405.7905445544554,202
CUST01411,259426.96,1372.629417989418,189
CUST02640,245987.06,1308.4418085106383,188
CUST05672,263043.11,1302.193613861386,202
CUST06058,252485.03999999998,1315.02625,192
CUST01872,243552.37,1330.8872677595627,183
CUST04604,263678.52,1331.709696969697,198
CUST02775,276077.2,1476.3486631016044,187
CUST00025,273120.2,1288.3028301886793,212
CUST06826,270462.32,1386.9862564102564,195
CUST01669,247361.79,1374.2321666666667,180
CUST02080,273748.62,1361.933432835821,201
CUST05781,258638.06,1312.8835532994924,197
CUST00862,284187.41000000003,1297.659406392694,219
CUST06837,324943.51,1504.3681018518519,216
CUST06637,246834.36,1272.34206185567,194
CUST08781,297943.63,1512.4042131979695,197
CUST07272,260661.0,1329.9030612244899,196
CUST05204,280006.52,1333.364380952381,210
CUST09200,256367.72,1378.3210752688171,186
CUST08087,297358.76,1351.6307272727274,220
CUST00919,251641.64,1331.4372486772488,189
CUST01038,271854.73,1264.4406046511626,215
CUST04812,294247.68,1387.960754716981,212
CUST02341,259836.02,1267.4927804878048,205
CUST01066,284277.37,1353.701761904762,210
CUST06439,284713.63,1355.7791904761905,210
CUST05189,264995.85,1402.0944444444444,189
CUST06792,306537.02,1473.7356730769231,208
CUST09055,295580.49,1400.855402843602,211
CUST08704,289079.67,1431.0874752475247,202
CUST06529,332895.74,1466.5010572687224,227
CUST03167,262532.08,1483.2320903954803,177
CUST07105,265848.26,1363.3244102564104,195
CUST04867,307500.29,1485.5086473429951,207
CUST04210,309501.62,1524.6385221674877,203
CUST04688,253603.77,1457.4929310344828,174
CUST06096,249886.95,1268.4616751269036,197
CUST06398,336737.79,1470.4706986899562,229
CUST07600,264265.3,1308.2440594059406,202
CUST01715,272057.51,1259.5255092592593,216
CUST02170,259407.68,1358.155392670157,191
CUST09901,309640.78,1382.3249107142858,224
CUST03279,261019.83000000002,1458.211340782123,179
CUST01598,297962.87,1366.8021559633028,218
CUST07565,275426.78,1465.0360638297873,188
CUST02024,257841.95,1378.8339572192515,187
CUST00697,272407.97,1426.2197382198951,191
CUST00024,281502.48,1473.8349738219895,191
CUST04576,267736.16000000003,1306.030048780488,205
CUST02760,296838.88,1387.097570093458,214
CUST08896,288078.21,1333.6954166666667,216
CUST05910,275134.39,1375.6719500000002,200
CUST04259,290766.18,1365.0994366197183,213
CUST02296,249574.1,1293.1300518134715,193
CUST03585,307402.44,1372.3323214285715,224
CUST06890,252749.2,1232.9229268292684,205
CUST00908,312883.75,1403.0661434977578,223
CUST07202,250762.38999999998,1348.1848924731182,186
CUST03268,271455.1,1357.2755,200
CUST00489,300560.55,1487.9235148514852,202
CUST06031,288230.63,1433.9832338308458,201
CUST02763,256804.75,1330.5945595854923,193
CUST01873,332357.94,1445.0345217391305,230
CUST00216,302607.51,1447.8828229665073,209
CUST02263,323077.87,1502.6877674418604,215
CUST01559,249602.49,1267.0177157360406,197
CUST03340,251606.44,1310.4502083333334,192
CUST06770,258043.4,1372.5712765957446,188
CUST07534,255922.9,1398.4857923497268,183
CUST09136,279328.43,1425.1450510204081,196
CUST01509,319783.13,1473.6549769585254,217
CUST03501,283666.32,1319.3782325581396,215
CUST09274,253009.05,1331.6265789473684,190
CUST01234,306318.12,1444.8967924528301,212
CUST09551,252364.56,1141.9210859728507,221
CUST01580,298729.91,1471.5759113300492,203
CUST04690,246819.41,1402.3830113636363,176
CUST03680,312196.54,1412.654027149321,221
CUST05658,254577.46,1346.970687830688,189
CUST01129,259714.34,1419.2040437158469,183
CUST01368,254212.09,1317.1610880829016,193
CUST05308,251684.36,1277.5855837563452,197
CUST03669,278938.54000000004,1468.0975789473687,190
CUST00610,317218.33,1455.1299541284404,218
CUST01482,284633.16,1409.0750495049504,202
